source	Tweets	sentiment	id	spans/0	spans/1	spans/2	spans/3	spans/4
twitter	Gevoâ€™s Alcohol to Jet Fuel Now Eligible to be Used for Commercial Flight    	0.031	7.19864087132443E+017	Gevoâ€™s Alcohol to Jet Fuel Now Eligible to be Used for Commercial Flight				
twitter	downgrade    	-0.463	7.19520125582504E+017	downgrade				
twitter	BMW entering into ride-share market with i3    	0.132	7.19524690256138E+017	BMW entering into ride-share market with i3				
stocktwits	hope kog shorters learned a lesson dont mess with this bear   	0.085	8534727	hope kog shorters learned a lesson	dont mess with this bear			
stocktwits	has a 42.71% Float Short. Lo http://stks.co/e0DfP   	-0.392	19949687	has a 42.71% Float Short. Lo	http://stks.co/e0DfP			
stocktwits	interest level has skyrocketed here the last two week    	0.165	34019765	interest level has skyrocketed here the last two week				
twitter	new PM high    	0.403	7.09370300576571E+017	new PM high				
twitter	Nice day rally!    	0.529	7.19535506980266E+017	Nice day rally!				
stocktwits	long on    	0.457	7957687	long on				
stocktwits	333.0% increased bullish conversations    	0.442	22410112	333.0% increased bullish conversations				
stocktwits	Accumulating    	-0.099	11107935	Accumulating				
stocktwits	Stochastic Overbought    	-0.385	39047349	Stochastic Overbought				
twitter	Daily Mail And General Trust eyeing Yahoo!    	0.39	7.19524312236061E+017	Daily Mail And General Trust eyeing Yahoo!				
twitter	received a Buy rating from Wells Fargo    	0.456	7.19889125931885E+017	received a Buy rating from Wells Fargo				
stocktwits	taking a small chill pill today    	-0.183	16063153	taking a small chill pill today				
twitter	Five Stocks that Helped Starboard Valueâ€™s Equity Portfolio Return 6.5% in Q1    	0.432	7.19545488702177E+017	Five Stocks that Helped Starboard Valueâ€™s Equity Portfolio Return 6.5% in Q1				
stocktwits	companies shld be worried about iCloud    	-0.329	5806487	companies shld be worried about iCloud				
twitter	Sector Stocks Leading Today    	0.454	7.08355634857529E+017	Sector Stocks Leading Today				
stocktwits	held the trend line    	0.325	31958885	held the trend line				
stocktwits	Multi-year stock breakouts    	0.612	9742736	Multi-year stock breakouts				
stocktwits	Moved Upper Bollinger Band    	0.498	29695868	Moved Upper Bollinger Band				
twitter	Five Stocks that Helped Starboard Valueâ€™s Equity Portfolio Return 6.5% in Q1    	0.432	7.19545488702177E+017	Five Stocks that Helped Starboard Valueâ€™s Equity Portfolio Return 6.5% in Q1				
stocktwits	Miles beyond the competition    	0.278	15803502	Miles beyond the competition				
twitter	Slips on Downgrade    	-0.093	7.19872154641244E+017	Slips on Downgrade				
twitter	add in    	0.354	7.19893043332194E+017	add in				
stocktwits	'Buy the dip''    '	0.38	22409313	'Buy the dip'''				
stocktwits	Price experiencing early rejection    	-0.228	20806486	Price experiencing early rejection				
twitter	In Play Longs    	0.273	7.19517217247736E+017	In Play Longs				
twitter	Will be adding on dips    	0.154	7.19524924046582E+017	Will be adding on dips				
stocktwits	Moved Upper Bollinger Band    	0.498	29695868	Moved Upper Bollinger Band				
twitter	Yahoo extends bidding deadline as interest grows    	0.317	7.19478441544925E+017	Yahoo extends bidding deadline as interest grows				
twitter	Sold some $TSLA Puts this morning    	-0.211	7.10206891671102E+017	Sold some $TSLA Puts this morning				
twitter	Top holdings    	0.311	7.19560724004127E+017	Top holdings				
twitter	short    	-0.377	7.19582524142404E+017	short				
stocktwits	will close below  monday will be freewater fall   	-0.453	17434506	will close below 	monday will be freewater fall			
stocktwits	famous lunch hour fade down routine rise later in the day   	0.002	24622684	famous lunch hour fade down routine	rise later in the day			
twitter	$AAPL +1.44%    	0.256	7.19555610497274E+017	$AAPL +1.44%				
stocktwits	weak hands being flushed from metals and miners Fear selling Guess who is buying? Mr Greed.  	0.3	33802735	weak hands being flushed from metals and miners	Fear selling	Guess who is buying? Mr Greed.		
twitter	Can make HOD LONGS   	0.49	7.11981662150771E+017	Can make HOD	LONGS			
stocktwits	13F Shows New Stakes in     	0.468	5795737	13F Shows New Stakes in 				
twitter	Omg OMG so excited!!!!    	0.219	7.1196032746691E+017	Omg OMG so excited!!!!				
stocktwits	Stay long    	0.951	5775720	Stay long				
stocktwits	I hope it gets resolved to the upside    	0.042	5356647	I hope it gets resolved to the upside				
twitter	Best outperformers ranked    	0.492	7.19523482736988E+017	Best outperformers ranked				
stocktwits	shorts are trapped    	0.226	6252862	shorts are trapped				
twitter	they want the stock too keep going up    	-0.294	7.19544790224937E+017	they want the stock too keep going up				
stocktwits	'what''s a great move still hold it since back in at the day before yesterday Marry Christmas:-)  '	0.461	18464849	'what''s a great move'	still hold it since back in at the day before yesterday	Marry Christmas:-)		
stocktwits	No edge offered    	0.025	13915103	No edge offered				
twitter	goes deep into #machinelearning and #AI territory with its new $125  000 supercomputer    	0.294	7.19536958494667E+017	goes deep into #machinelearning and #AI territory with its new $125  000 supercomputer				
twitter	$CHK +13.56%    	0.781	7.19555610497274E+017	$CHK +13.56%				
twitter	Slips on Downgrade    	-0.093	7.19872154641244E+017	Slips on Downgrade				
stocktwits	Same sellers we saw yesterday    	-0.45	16868491	Same sellers we saw yesterday				
stocktwits	    	0.172	24216641					
twitter	No need for $FB at all unless you want your content censored    	-0.367	7.1968876300628E+017	No need for $FB at all unless you want your content censored				
stocktwits	Ross Stores Upgraded to Outperform at RBC Capital Markets    	0.565	21308378	Ross Stores Upgraded to Outperform at RBC Capital Markets				
stocktwits	upgraded    	0.439	6145354	upgraded				
stocktwits	mrkt needs to washout    	-0.055	27080546	mrkt needs to washout				
stocktwits	LONGS    	0.511	12248515	LONGS				
stocktwits	downgraded to Neutral at Wedbush PT Lowered to   	-0.434	13937216	downgraded to Neutral at Wedbush	PT Lowered to			
stocktwits	Long tech calls   	0.384	6203155	Long tech	calls			
twitter	$TFM will have a way to go price wise to compete    	-0.085	7.09765994416366E+017	$TFM will have a way to go price wise to compete				
twitter	Nice day rally!    	0.529	7.19535506980266E+017	Nice day rally!				
stocktwits	$SQNS drops to $5.15    	0.331	5502351	$SQNS drops to $5.15				
stocktwits	soars pre-market    	0.254	27583592	soars pre-market				
twitter	China February Retail Sales: E-Commerce Remains Resilient    	0.383	7.09776718026768E+017	China February Retail Sales: E-Commerce Remains Resilient				
stocktwits	Double bottom with handle buy point    	0.654	5478087	Double bottom with handle buy point				
stocktwits	Torture.......    	-0.303	32781578	Torture.......				
twitter	high-flyers have been falling    	-0.501	7.19840533624013E+017	high-flyers have been falling				
twitter	trails $MSFT $ORCL $GOOG $CRM $ADBE    	0.179	7.19599233280512E+017	trails $MSFT $ORCL $GOOG $CRM $ADBE				
stocktwits	Quality Stocks With High Cash Returns    	0.274	32427089	Quality Stocks With High Cash Returns				
stocktwits	running again    	0.286	5425384	running again				
stocktwits	'don''t look for a dividend at the Feb Shareholders meeting    '	-0.2	6834256	'don''t look for a dividend at the Feb Shareholders meeting'				
stocktwits	make a ton of money    	0.382	5634988	make a ton of money				
twitter	Unusual Call Activity    	0.332	7.10863854381564E+017	Unusual Call Activity				
stocktwits	breaks major support    	-0.455	13078905	breaks major support				
stocktwits	in the $3s    	0	9028622	in the $3s				
twitter	Sanofi often on the wrong end of business.    	-0.247	7.10160707917103E+017	Sanofi often on the wrong end of business.				
stocktwits	OPENING BUYER Calls   	0.412	24985847	OPENING BUYER	Calls			
twitter	Notable gainers among liquid option names this morning    	0.513	7.19544293606736E+017	Notable gainers among liquid option names this morning				
stocktwits	Receives a Sell from Compass Point    	-0.45	29732365	Receives a Sell from Compass Point				
stocktwits	    	0	32370562					
twitter	still have positive market bias Sharp Rally In Low-Quality Stocks Points To Ongoing Market Gains   	0.428	7.08416296665399E+017	still have positive market bias	Sharp Rally In Low-Quality Stocks Points To Ongoing Market Gains			
stocktwits	Stochastic Overbought    	-0.385	39047349	Stochastic Overbought				
twitter	Earnings will drive stock prices    	0.218	7.19858558142063E+017	Earnings will drive stock prices				
stocktwits	Why The Coal & Shipping Sectors Could Rise Again    	0.418	35268174	Why The Coal & Shipping Sectors Could Rise Again				
twitter	long    	0.488	7.09389876295111E+017	long				
stocktwits	anyone long before the flush please accept my condolences Congrats. to all that were short   	-0.606	8140414	anyone long before the flush please accept my condolences	Congrats. to all that were short			
stocktwits	thinking that last entry was good but needs a push    	0.207	5851788	thinking that last entry was good but needs a push				
stocktwits	no position    	-0.118	9644277	no position				
stocktwits	waiting for price to enter buy/support zone strong support   	0.358	5900979	waiting for price to enter buy/support zone	strong support			
twitter	downgrade    	-0.463	7.19520125582504E+017	downgrade				
stocktwits	gotta hold    	0.345	5285822	gotta hold				
stocktwits	still in massive weekly & monthly uptrend    	0.632	5788910	still in massive weekly & monthly uptrend				
twitter	Aggressive Buy    	0.587	7.19950370294792E+017	Aggressive Buy				
twitter	keeps Outperform rated    	0.489	7.19855932059075E+017	keeps Outperform rated				
stocktwits	Stochastic Overbought    	-0.385	39047349	Stochastic Overbought				
stocktwits	Good to load up Be confident    	0.281	6783339	Good to load up Be confident				
stocktwits	Worst performers today  $RIG -13%   	-0.72	5679790	Worst performers today	 $RIG -13%			
twitter	Insiders Are Selling    	-0.351	7.0896004579976E+017	Insiders Are Selling				
twitter	Pie In The Sky    	0.365	7.19849703106552E+017	Pie In The Sky				
stocktwits	Small caps threatening descending triangle breakdown    	-0.382	22957112	Small caps threatening descending triangle breakdown				
twitter	Amazon has been selling surveillance cameras infected with malware    	-0.186	7.19894972636512E+017	Amazon has been selling surveillance cameras infected with malware				
twitter	$HTZ lower   	-0.409	7.19507659741872E+017	$HTZ	lower			
stocktwits	'Don''t hang your bull hat yet Next week we will pop higher   '	0.412	5612699	'Don''t hang your bull hat yet'	Next week we will pop higher			
twitter	Alphabet Inc was just upgraded to buy    	0.465	7.19560961879728E+017	Alphabet Inc was just upgraded to buy				
twitter	Today I bought more    	0.362	7.19585607215809E+017	Today I bought more				
twitter	brings upscale concept    	0.22	7.09056556466201E+017	brings upscale concept				
twitter	looking for a sharp move up in equities    	0.365	7.10143603524428E+017	looking for a sharp move up in equities				
stocktwits	'I''m betting over 52%    '	-0.248	11845293	'I''m betting over 52%'				
stocktwits	careful can reverse fast    	-0.152	17553855	careful can reverse fast				
twitter	'#OwnItDon''tTradeIt    '	0.435	7.19886818800464E+017	'#OwnItDon''tTradeIt'				
twitter	TOP 5 STOCK PICKS    	0.414	7.19732320404709E+017	TOP 5 STOCK PICKS				
stocktwits	Major skin in the game...positive.    	0.471	5792305	Major skin in the game...positive.				
stocktwits	100.0% increased bearish conversations    	-0.589	30158448	100.0% increased bearish conversations				
twitter	Another Sell Rating   Sell Rating    	-0.513	7.1948919207861E+017	Another Sell Rating   Sell Rating				
stocktwits	sold today    	-0.581	11118210	sold today				
twitter	Buy Call!    	0.087	7.19536774821868E+017	Buy Call!				
twitter	Long buying point   	0.23	7.19535349379285E+017	Long	buying point			
stocktwits	UPGRADE today by MS to overweight Excellent company and leadership   	0.813	15658194	UPGRADE today by MS to overweight	Excellent company and leadership			
stocktwits	'Buy the dip''    '	0.38	22409313	'Buy the dip'''				
stocktwits	So both call/put buyers are crushed    	-0.126	7442585	So both call/put buyers are crushed				
stocktwits	Buy stop above 80    	0.295	5430926	Buy stop above 80				
twitter	Airplane And Hospitality Industries Set Their Sights On #Cuba    	0.405	7.19547552874512E+017	Airplane And Hospitality Industries Set Their Sights On #Cuba				
stocktwits	nice bounce    	0.296	18346099	nice bounce				
twitter	overbought    	-0.296	7.09741154393133E+017	overbought				
